env,state_x,sample_y,num_games,num_success,pass_rate,mean_reward,std_reward,min_reward,max_reward,condition,notebook_hash,notebook_size_lines,source_notebook_hash,source_notebook_size_lines,reference_prompt_matches_template,updater_prompt_notebook_matches_state
frozen_lake,1,3,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,updated,80e76d677109854d259c92d802eccb5b1d27ad0e3e1fa77388e824a804e5da0f,14,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,4,20,11,0.55,0.55,0.5104177855340404,0.0,1.0,updated,befcf305b58167d2d30fa4090a2a09ac86dfb146bb9c9889bc743f26e96cfe3a,21,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,5,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,updated,d16085b75695c85668b3a8f5aad3d811d7e4cfca77b15e40c24141ba057d80a0,20,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,6,20,0,0.0,0.0,0.0,0.0,0.0,updated,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,7,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,updated,07048d2dd3bf3aec01b394676748139bf949ed72a4f02a30e59fcaf76a16c6e3,17,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,8,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,daa8e7a2763bbf7ea3f9dd0316093892fcecfd6f7a809a5547dba227b0bb20fe,15,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,5,1,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,2,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,original,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,3,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,original,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,4,20,2,0.1,0.1,0.30779350562554625,0.0,1.0,original,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,5,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,6,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,original,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,7,20,2,0.1,0.1,0.30779350562554625,0.0,1.0,original,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,8,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,original,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,1,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,6c7d5c2b024be8edc2272a2537fa2ef092bd2fc731448e1bff6c8a44e3e5f8b0,22,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,2,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,updated,5ec57e22ec2299ad89a463a85e1aa76138834c410ae2b4081beee7cd77dc5da6,22,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,3,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,702e435148e786790f5d6b88048beb52a98007ea2518f94aa83cca942707752f,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,4,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,updated,a009c1436ca1d4d489d5c6ad71796290d4fade1e4c69a24a31d58a88d7ff01ec,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,5,20,2,0.1,0.1,0.30779350562554625,0.0,1.0,updated,6d64d9073768c6e907b79d7c2149d7b30ebc8639b5f7ce32ee9eb3fabfd5abf4,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,6,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,updated,03d5a056a1df9ebd012238daeaac43e589905c2bde58bf8ab2e8a781f9e0c827,23,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,7,20,2,0.1,0.1,0.30779350562554625,0.0,1.0,updated,f259e69f1bfdde438a2d3eb7dce3f82f950a41b58fdf92065e257bbffe9e5e18,19,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,5,8,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,updated,67671f3a24cdf8787dd79cba1a29b9c4a8468b8a9789ca2ae031ea85f2dec1e8,21,6985404befa64e279657405d12272fb58aa3ccecdde6cf813a76d6c3e8eff120,21,True,True
frozen_lake,9,1,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,original,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,2,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,original,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,3,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,4,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,5,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,original,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,6,20,2,0.1,0.1,0.30779350562554625,0.0,1.0,original,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,7,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,8,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,original,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,1,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,c03f2bbdaa8f8c0de3488c00e0fa41fa3066548fe4481df863d8077be12ec998,18,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,2,20,8,0.4,0.4,0.5026246899500346,0.0,1.0,updated,24550f11bf0afdefd2f5a753f3b0297ea380fa266b248814ca25fd8165343f48,19,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,3,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,updated,b8bc9cd2a2d558a5c70bf338e08a5eafbfc67d434b8192797e8a8dd4cbe51fec,21,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,4,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,f0deed0698c9540574ef47e25092fe0e1dc2fd9e278e52cfe890234110e1b897,21,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,5,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,895b312fa61430bd694a784f3c0930daa5080b3c1f18d9802b7e6cf2c4c56d7f,19,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,6,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,updated,2ea6c741782dd6610a56a8d965b4699f30efdebc0d4e8ffa092b15b8b97b3ab7,21,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,7,20,7,0.35,0.35,0.4893604849295929,0.0,1.0,updated,55935f37a0432f6b6e2c93cadba513cbf436c8a739fe0dc7f2f5c40840edabdd,18,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,9,8,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,updated,1741ed2342af116ce76bac6ee0ba72a48099d7cfa68ab289b37c505ae08371c1,17,e910e983a62605cd48905bcc58198eb5c41946bf0bb0e6224c753f8446e88a4b,20,True,True
frozen_lake,13,1,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,original,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,2,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,original,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,3,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,4,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,5,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,6,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,7,20,7,0.35,0.35,0.4893604849295929,0.0,1.0,original,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,8,20,7,0.35,0.35,0.4893604849295929,0.0,1.0,original,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,1,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,77274cdfbf4c2fe63d7362b21c3941ae7cafec211b579624c7c83b172a395680,15,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,2,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,updated,db391bc6003c87bc929eabf9d640c37ae44e1bb0ef6a329323633d80cc5cde0e,15,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,3,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,321f50fe12ac5db0c8add0a5e69497c9944fef27fa83450e14e67d831120903d,17,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,4,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,76a5c29669116fc79eb93d3401c3e153ac84b819628bee896add52bfc288514a,16,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,5,20,7,0.35,0.35,0.4893604849295929,0.0,1.0,updated,8acbea682e4060600c83d2b69a767233c7dcabfeea9801fd903076fc0b11e790,18,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,6,20,8,0.4,0.4,0.5026246899500346,0.0,1.0,updated,76a5c29669116fc79eb93d3401c3e153ac84b819628bee896add52bfc288514a,16,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,7,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,updated,48c67c9562b98e44a28107e8f71bd38a721d008df04872f72689f0db05c3282f,17,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,13,8,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,2055d2fac9afb4744a75805a82f33ab733f2cfecdfedf1e76ed1cd5763c3e694,17,9791a7138bcd2b94e23e49d803dcdbeabfb05035bd90f01a4c01beb39bf7aa7b,16,True,True
frozen_lake,17,1,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,2,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,original,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,3,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,4,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,5,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,6,20,3,0.15,0.15,0.36634754853252327,0.0,1.0,original,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,7,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,8,20,7,0.35,0.35,0.4893604849295929,0.0,1.0,original,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,1,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,5cf3f7f499bfc36ac87e8876f1b3d00f2639d51065b9c96e81923f6b12cf59e8,20,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,2,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,4b92c1d7c1b81ccf8084bb3d9bae0d49c269a3ec70c9f56e54d961bc114e61b6,20,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,3,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,ecdc833cec81de9c4d9907b37d749490905b1c9aa80eef3ff5119d24038d1c09,20,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,4,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,updated,cc99927fc78b4b97a2d38dcea637b6f5066bdb3e03657c3a8a7de4c794cbb205,17,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,5,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,bcdcbf8f4342923525287a947f6ec72c2e54d03306c1dbe7cdb4f5f04405daae,19,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,6,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,3b764bbad8c96d536b62f1bf32afa36dd542b0b4eef12648583648deeed84f9b,20,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,7,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,876fe62fe4863259643160fd73a0f41cf2ef0158ea98c7ce7670e6a3ebf18b3e,20,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,17,8,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,updated,6fcb8a68f0c964dbcce740e4bb3c5672a117cbab042261a8a2f6af29da15ef7f,20,1fe6f1fea9bcb64e62af22bfd8e342d69236adbd2b98c6af9bd914293161457b,19,True,True
frozen_lake,21,1,20,8,0.4,0.4,0.5026246899500346,0.0,1.0,original,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,2,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,3,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,4,20,6,0.3,0.3,0.47016234598162726,0.0,1.0,original,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,5,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,6,20,2,0.1,0.1,0.30779350562554625,0.0,1.0,original,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,7,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,8,20,8,0.4,0.4,0.5026246899500346,0.0,1.0,original,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,1,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,eb576af8b1f4c29bb92c47f228af40f429f2f1d79691d1842cb11c8674538b2d,19,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,2,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,2371000bccf06e22482a021538212b132512959c413217c10920d07024ccf894,21,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,3,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,3e8cd8501f6cd9d9c7eb67fbabddac6fbde5b4ab932e004d21013ecb12d83d46,21,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,4,20,7,0.35,0.35,0.4893604849295929,0.0,1.0,updated,9b1fe490188b7c6bf8efed4b77a1fe6b233d159db735f05cdbe7e56adac85aa8,21,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,5,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,c2ae21b8df8474a94b67e3fca6d3c8c30d2d4a5dd896699b3349c11a3bc0d89b,21,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,6,20,9,0.45,0.45,0.5104177855340404,0.0,1.0,updated,252cff47f2ff1e207e624709f6973a7da0ad4ed02b27e8d9078d7a8ee5036e4d,21,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,7,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,updated,9ff8c6e9aa469a798d5036adb6cb262bc4c2d0f3c9fa33e1d5789a63eb41a19e,21,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,21,8,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,updated,277e982d3e2a376cc23c8a0502de9980653f7e8aa42e68580811db45b4403084,21,c03ead7c6b6f4121f2266d8e62282a2a3d99249a00610081e7f3c597733461f1,20,True,True
frozen_lake,25,1,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,4bf2b538580f348c871f594b88db96ace21ed7a126e054f88d6e15026651e7bc,20,4bf2b538580f348c871f594b88db96ace21ed7a126e054f88d6e15026651e7bc,20,True,True
frozen_lake,25,2,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,4bf2b538580f348c871f594b88db96ace21ed7a126e054f88d6e15026651e7bc,20,4bf2b538580f348c871f594b88db96ace21ed7a126e054f88d6e15026651e7bc,20,True,True
frozen_lake,25,3,20,5,0.25,0.25,0.44426165831931924,0.0,1.0,original,4bf2b538580f348c871f594b88db96ace21ed7a126e054f88d6e15026651e7bc,20,4bf2b538580f348c871f594b88db96ace21ed7a126e054f88d6e15026651e7bc,20,True,True
frozen_lake,25,4,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,4bf2b538580f348c871f594b88db96ace21ed7a126e054f88d6e15026651e7bc,20,4bf2b538580f348c871f594b88db96ace21ed7a126e054f88d6e15026651e7bc,20,True,True
frozen_lake,25,5,20,4,0.2,0.2,0.41039134083406165,0.0,1.0,original,4bf2b538580f348c871f594b88db96ace21ed7a126e054f88d6e15026651e7bc,20,4bf2b538580f348c871f594b88db96ace21ed7a126e054f88d6e15026651e7bc,20,True,True
